购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果	检索
购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果[SEP]检索[SEP]不怎么喜欢吃橙子哈哈	检索
购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果[SEP]检索[SEP]不怎么喜欢吃橙子哈哈[SEP]检索[SEP]主要是懒，不经常吃那些吃起来很麻烦的水果，哈哈	不检索
购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果[SEP]检索[SEP]不怎么喜欢吃橙子哈哈[SEP]检索[SEP]主要是懒，不经常吃那些吃起来很麻烦的水果，哈哈[SEP]不检索[SEP]嗯嗯，我很喜欢吃香蕉，香蕉也利于下火。你平时喜欢吃什么水果呢？	不检索
购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果[SEP]检索[SEP]不怎么喜欢吃橙子哈哈[SEP]检索[SEP]主要是懒，不经常吃那些吃起来很麻烦的水果，哈哈[SEP]不检索[SEP]嗯嗯，我很喜欢吃香蕉，香蕉也利于下火。你平时喜欢吃什么水果呢？[SEP]不检索[SEP]哈哈，你喜欢的这些都不便宜，尤其是草莓和芒果，我都吃不起。	不检索
购物电子设备[SEP]四川省南充市[SEP]去图书馆借书好麻烦呀，我想要借的书又没有了。	检索
购物电子设备[SEP]四川省南充市[SEP]去图书馆借书好麻烦呀，我想要借的书又没有了。[SEP]检索[SEP]哦？那我要怎么看电子书呢？	检索
购物电子设备[SEP]四川省南充市[SEP]去图书馆借书好麻烦呀，我想要借的书又没有了。[SEP]检索[SEP]哦？那我要怎么看电子书呢？[SEP]检索[SEP]那一个kindle可以放多少本书呢？	检索
购物电子设备[SEP]四川省南充市[SEP]去图书馆借书好麻烦呀，我想要借的书又没有了。[SEP]检索[SEP]哦？那我要怎么看电子书呢？[SEP]检索[SEP]那一个kindle可以放多少本书呢？[SEP]检索[SEP]原来是这样，那kindle确实方便多了。你一般在什么地方下载电子书呢？	检索
购物电子设备[SEP]四川省南充市[SEP]去图书馆借书好麻烦呀，我想要借的书又没有了。[SEP]检索[SEP]哦？那我要怎么看电子书呢？[SEP]检索[SEP]那一个kindle可以放多少本书呢？[SEP]检索[SEP]原来是这样，那kindle确实方便多了。你一般在什么地方下载电子书呢？[SEP]检索[SEP]哇，这也太棒了，我现在就去选kindle.	不检索
购物水果木瓜[SEP]重庆市重庆郊县[SEP]你喜欢吃木瓜吗？	不检索
购物水果木瓜[SEP]重庆市重庆郊县[SEP]你喜欢吃木瓜吗？[SEP]不检索[SEP]是吗？木瓜还可以做甜品吗？能做什么甜品？	检索
购物水果木瓜[SEP]重庆市重庆郊县[SEP]你喜欢吃木瓜吗？[SEP]不检索[SEP]是吗？木瓜还可以做甜品吗？能做什么甜品？[SEP]检索[SEP]哦，那好吃吗？我没吃过。	不检索
购物水果木瓜[SEP]重庆市重庆郊县[SEP]你喜欢吃木瓜吗？[SEP]不检索[SEP]是吗？木瓜还可以做甜品吗？能做什么甜品？[SEP]检索[SEP]哦，那好吃吗？我没吃过。[SEP]不检索[SEP]木瓜有什么好的功效吗？	检索
购物水果木瓜[SEP]重庆市重庆郊县[SEP]你喜欢吃木瓜吗？[SEP]不检索[SEP]是吗？木瓜还可以做甜品吗？能做什么甜品？[SEP]检索[SEP]哦，那好吃吗？我没吃过。[SEP]不检索[SEP]木瓜有什么好的功效吗？[SEP]检索[SEP]哇，正好适合我，我正好要减肥呢。	不检索
泛娱乐演员迪丽热巴[SEP]河南省济源市[SEP]最近知道一个叫迪丽热巴的演员，长得好漂亮呀	检索
